"hotel_id","content"
"102442082","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">Located in Camps Bay, this hotel is ideal for those in need of an adults-only holiday.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">5 rooms are located on 4 storeys and can be reached by lift. The friendly staff at the reception desk are happy to answer any questions. To ensure guests a comfortable and relaxing stay, the hotel provides various services and facilities, including a baggage storage service, a safe, a TV room, a transfer service, a conference room, a coin-operated laundry and a smoking area. Wireless internet access is provided in public areas (no extra charge). The tour desk offers assistance with booking excursions. Wheelchair-accessible facilities are available. A fireplace creates a cosy atmosphere. Guests of the hotel are welcome to relax in the garden. Guests arriving by car can park their vehicles in the car park for no extra charge (subject to availability). Services include a hotel shuttle bus. Complimentary newspapers are available.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Rooms are equipped with air conditioning. A minibar and a desk are also available. Additional features include a refrigerator, a stovetop, a microwave, a tea/coffee station and a dishwasher. A flatscreen television with satellite channels and WiFi (no extra charge) ensure optimal comfort. A hairdryer and bathrobes are on hand in the bathrooms for everyday use. As an extra convenience, bathrooms provide cosmetic products.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">Guests can enjoy a refreshing swim in the outdoor pool area. Sun loungers are ready and waiting on the terrace. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">A fortifying breakfast is served daily. The hotel also offers picnics.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">The hotel accepts the following credit cards: American Express, VISA, Diners Club and MasterCard.</div>"
"102442871","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">These eclusive and luxury apartments lie in the south of Tenerife Island, in Guía de Isora area. Located in the front of the sea in the privileged golf course of Abama, the enjoy an impressive view of the La Gomera Island and the Atlantic Ocean. Las Terrazas de Abama is surrounded ny luxuriant gardens and palm trees.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">The apartment hotel has a lift and features 27 rooms. The friendly staff at the reception desk are happy to answer any questions. A cloakroom, a baggage storage service and a safe are available. Wireless internet access (no extra charge) allows guests to stay connected while on holiday. The tour desk offers assistance with booking excursions. Wheelchair-accessible facilities are available. A number of shops, including a supermarket and souvenir shop, are great for shopping or just browsing. A garden provides extra space for rest and relaxation in the open air. Additional facilities include a TV room. Guests' vehicles can be parked in the garage (for a fee), subject to availability. Other services include a 24-hour security service, a babysitting service (for a fee), a childcare service, a transfer service, room service, a laundry service, a coin-operated laundry and a hotel shuttle bus. A bicycle hire service provides all the necessary equipment for exploring the surrounding area.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Rooms feature a living room, a kitchen and a bathroom. Air conditioning and central heating ensure comfortable temperatures. Guests can enjoy the sea view from a balcony or terrace. Separate bedrooms are available. Children's beds and extra beds can be requested for younger guests. A safe and a minibar are also available. For self-catering guests, there is a well-equipped kitchenette with a refrigerator, stovetop, microwave, tea/coffee station, dishwasher, oven and freezer. Other amenities available include a washing machine, an ironing set and a tumble dryer. A telephone, a TV, a radio, a plug adapter and WiFi (no extra charge) provide all the essentials for a comfortable holiday. Slippers are included. The bathrooms have a shower, a bathtub, a whirlpool bath and a bidet. A hairdryer and bathrobes are available for daily use. For extra comfort in the bathrooms, guests are offered cosmetic products. Guests can also book wheelchair-friendly rooms with wheelchair-accessible bathrooms. The hotel has smoking rooms.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">While the adults swim a few laps in the outdoor pool, children can enjoy splashing about in their own swimming area. A sun terrace, sun loungers, and parasols are available. Refreshing drinks are served at the poolside snack bar. Those who would like to stay active while on holiday can make use of the on-site facilities, including a putting green, paddle tennis, a gym and a spa or, for a fee, tennis and golf. In addition, golf is offered by third-party operators. Children are well looked after in the kids' club (for a fee). </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">Dining facilities include 13 restaurants, a café and a bar. Refreshing drinks at the beach bar are a perfect way to enjoy warm weather. Breakfast and dinner are served every day. The hotel also offers snacks.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">The following credit cards are accepted: American Express, VISA, Diners Club and MasterCard.</div>"
"102442879","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Nuevo Vallarta, right on the beach.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">119 rooms are available to guests. The friendly staff at the reception desk are happy to answer any questions. To ensure guests a comfortable and relaxing stay, the hotel provides various services and facilities, including a playroom, a page service and a smoking area. Wireless internet access is provided in public areas (no extra charge). The tour desk offers assistance with booking excursions. A garden provides extra space for rest and relaxation in the open air. Guests arriving by car can park their vehicles in the car park for no extra charge.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Rooms feature a living room, a kitchen and a bathroom. Air conditioning ensures comfortable temperatures. Amenities include a microwave, a tea/coffee station, a television with satellite channels and a dining area. A hairdryer is provided in the bathrooms. For extra comfort in the bathrooms, guests are offered cosmetic products.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">The sports and entertainment facilities at the hotel ensure that guests have plenty of activities to choose from during their stay. Guests can enjoy a refreshing swim in the outdoor pool area. Guests can relax and enjoy the sun loungers and parasols provided. Refreshing drinks are served at the poolside snack bar. After an eventful day, guests can work out and recharge in the gym. Children are well looked after in the kids' club. </div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">All major credit cards, including American Express, VISA and MasterCard, are accepted for payment.</div>"
"102442979","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Surabaja. The nearest airport is Surabaya (SUB).</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">182 rooms are located on 33 storeys and can be reached by lift. The friendly staff at the reception desk are happy to answer any questions. Amenities include a baggage storage service and a safe. Wireless internet access (no extra charge) is provided in public areas. The grounds of the hotel feature a playground and a lovely garden. Guests arriving by car can park their vehicles in the car park for no extra charge. Further services include a transfer service, room service, a hairdresser and a coin-operated laundry. Complimentary newspapers are available.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Air conditioning ensures that rooms maintain comfortable temperatures. Rooms include a double bed. Separate bedrooms are available. A desk is provided. The kitchenette comes with a refrigerator and a microwave. An ironing set is provided for guests' convenience. A telephone, a television with cable channels, a DVD player and WiFi (no extra charge) are provided as well. Slippers are included. A hairdryer and bathrobes are available in the bathrooms, which are equipped with a shower and a bathtub. For extra comfort in the bathrooms, guests are offered cosmetic products.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">Featuring 2 outdoor pools and children's swimming area, the pool complex is ideal for working out or just relaxing. A waterslide provides fun for all ages. There are many ways to relax or stay active at the hotel, including golf, a gym, aerobics, a sauna and a steam bath. A kids' club and a nightclub are also options for entertainment. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">There is a bar on the premises. A delicious breakfast provides energy for the rest of the day.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">The hotel accepts the following credit cards: American Express, VISA, JCB and MasterCard.</div>"
"102443103","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Chongzhou. The nearest airport is Chengtu (CTU).</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">Guests can enjoy the pleasant ambience of one of the 202 rooms. The hotel provides a conference room and a business centre. Guests arriving by car can park their vehicles in the car park.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">The hotel's options for comfortable accommodation ensure a pleasant stay. The hotel has family rooms and non-smoking rooms.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">At the hotel, guests can exercise and enjoy activities or just unwind. The outdoor pool complex provides invigorating refreshment. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">There is a dining room on the premises.</div>"
"102443411","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel welcomes guests in Zhangjiakou.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">The hotel has a reception desk and features 265 rooms. Services and facilities include a baggage storage service, a safe, a conference room, a business centre and a coin-operated laundry. Wireless internet access (no extra charge) allows guests to surf the internet and catch up on email. The hotel has wheelchair-accessible facilities. Guests arriving by car can park their vehicles in the car park for no extra charge.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Rooms are equipped with air conditioning. Valuables can be securely stored in a safe. Additional features include a refrigerator, a mini fridge and a tea/coffee station. Wheelchair-friendly rooms can be booked.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">The sports and entertainment facilities at the hotel ensure that guests have plenty of activities to choose from during their stay. Guests can strike that perfect balance between exercise and relaxation in the indoor pool. After an eventful day, guests can work out and recharge in the gym. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">The dining area includes 3 restaurants and a bar. A delicious breakfast provides energy for the rest of the day.</div>"
"102443593","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Coromandel.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">Wireless internet access allows guests to stay connected while on holiday. A garden provides extra space for rest and relaxation in the open air. Guests arriving by car can park their vehicles in the car park.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">The rooms have a kitchen and a bathroom. Air conditioning ensures comfortable temperatures. A balcony or terrace is among the standard amenities of some rooms. Separate bedrooms are available. A DVD player and WiFi provide all the essentials for a comfortable holiday. A hairdryer and bathrobes are available in the bathrooms, which are equipped with a shower.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">At the hotel, guests can exercise and enjoy activities or just unwind. The hot tub in the pool area promises pure relaxation. For those who wish to stay active while on holiday, the hotel offers golf. </div>"
"102444049","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hostel is located in Rhodes Town.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">The hostel has 22 rooms, which are located on 4 storeys and are reachable by lift. The friendly staff at the reception desk are happy to answer any questions. Services such as a baggage storage service and a safe ensure a comfortable stay. Wireless internet access is provided in public areas (no extra charge). The tour desk offers assistance with booking excursions. A garden provides extra space for rest and relaxation in the open air. Additional amenities include a playroom and a library. Parking spaces are available to guests travelling by car (no extra charge). Other services include a transfer service, a laundry service, a coin-operated laundry and a hotel shuttle bus.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Air conditioning and a fan ensure that rooms maintain comfortable temperatures. Amenities include a refrigerator, a tea/coffee station, an ironing set and WiFi (no extra charge). A hairdryer is provided in the bathrooms.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">Sport and leisure activities are offered by the hotel and third-party operators. Fine weather can be enjoyed on the terrace. There are many ways to relax or stay active at the hostel, including a gym and a spa. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">The hostel includes a restaurant and a café. A fortifying breakfast is served daily.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">All major credit cards, including American Express, VISA, Diners Club and MasterCard, are accepted for payment.</div>"
"102444362","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This accommodation welcomes guests in San José.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">Services and facilities include a babysitting service, a childcare service, room service and a business centre. Wireless internet access in public areas allows guests to stay connected. Services include a hotel shuttle bus.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Some rooms include a balcony. Guests can also book separate bedrooms. Children's beds can be requested for younger guests. A minibar is provided. Equipped with a telephone, a TV, a DVD player and WiFi, the rooms provide many ways for guests to stay connected and entertained. A hairdryer is available in the bathrooms.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">Guests can enjoy a selection of sport and entertainment options. The hot tub in the pool area promises pure relaxation. There are many ways to relax or stay active at the accommodation, including a gym, a sauna and massage treatments. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">A fortifying breakfast is served daily.</div>"
"102445652","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Kinsale. The nearest airport is Cork (ORK).</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">Guests of the hotel can enjoy a variety of facilities, services and amenities during their stay. Wireless internet access is provided in public areas. Guests arriving by car can park their vehicles in the car park.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Accommodation includes a range of amenities as standard. Some rooms feature a tea/coffee station and WiFi. The hotel has non-smoking rooms. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">Bed and breakfast can be booked.</div>"
"102445695","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">Situated in a quiet area, this boutique hotel is ideal for those in need of an adults-only holiday. It is located not far from the centre of Lindos.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">23 non-smoking rooms are available to guests. The friendly staff at the reception desk are happy to answer any questions. Guests receive a welcome drink upon arrival. Wireless internet access is provided to guests. The tour desk offers assistance with booking excursions. A garden provides extra space for rest and relaxation in the open air. Additional facilities include a library. Guests arriving by car can park their vehicles in the car park. Further services and facilities include medical assistance, a transfer service, 24-hour room service (for a fee) and a laundry service.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Air conditioning and central heating ensure that rooms maintain comfortable temperatures. In most units, guests can enjoy a view of the sea from a balcony or terrace. Guests are sure to get a good night's sleep in the king-size bed. A safe and a minibar are also available. Guests will also find a tea/coffee station included among the standard features. An ironing set is provided for guests' convenience. Other features include a telephone, a flatscreen television with satellite channels and WiFi. A turndown service provides guests with additional comfort in the evening hours. Slippers are included. A hairdryer, a vanity mirror and bathrobes are on hand in the bathrooms for everyday use. For extra comfort in the bathrooms, guests are offered cosmetic products.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">Guests can enjoy a refreshing swim in the outdoor pool area. Sun loungers and parasols on the sun terrace create a perfect space for guests to relax and unwind. The hot tub in the pool area promises pure relaxation. A variety of leisure facilities and activities are available at the hotel, including a spa and hiking. In addition, cycling/mountain biking, horse riding, sailing, kayaking and diving are offered by third-party operators. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">The dining area includes a bar. Warm hospitality and a cosy atmosphere await guests in 2 non-smoking restaurants. A generous breakfast buffet, lunch and dinner offer plenty of delicious variety. Gluten-free meals, vegetarian dishes, organic food and vegan food can be prepared on request. The hotel also offers snacks. The hotel offers a selection of alcoholic and non-alcoholic beverages.</div>"
"102446166","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This motel is located in Waihi Beach. The nearest airport is Auckland - International (AKL).</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">35 rooms are available to guests at this motel, which includes a reception desk. The motel provides a baggage storage service, a playroom and a coin-operated laundry. Wireless internet access is provided in public areas (no extra charge). The motel has wheelchair-accessible facilities. A garden provides extra space for rest and relaxation in the open air. Guests arriving by car can park their vehicles in the car park for no extra charge.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">A number of amenities provide extra comfort during a stay at the motel. Bathrooms are appointed with a shower. Wheelchair-friendly rooms with wheelchair-accessible bathrooms are also available. Family rooms are available for parents with children.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">The outdoor pool complex provides invigorating refreshment. Fun on the waterslide and a relaxing soak in the hot tub offer the perfect way to unwind. Guests can choose from a range of leisure activities, including a gym and a sauna. Parents can unwind while the kids can participate in an entertainment programme full of fun activities. </div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">The following credit cards are accepted at the motel: VISA and MasterCard.</div>"
"102446355","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel welcomes guests in Alta.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">Guests have a choice of 17 rooms. Services and facilities include a baggage storage service, a TV room, a playroom and a conference room. Wireless internet access (no extra charge) allows guests to surf the internet and catch up on email. The hotel has wheelchair-accessible facilities. A fireplace creates a cosy atmosphere. A garden provides extra space for rest and relaxation in the open air. Guests arriving by car can park their vehicles in the car park for no extra charge.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">An extra bed is available for a fee. WiFi (no extra charge) ensures additional comfort. Bathrooms are equipped with a shower. As a special feature, guests are provided with cosmetic products.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">The hotel offers indoor sporting activities in the form of billiards. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">A delicious breakfast provides energy for the rest of the day.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">The following credit cards are accepted at the hotel: VISA and MasterCard.</div>"
"102446927","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Gangneung.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">The hotel has 150 rooms, which are located on 15 storeys and are reachable by lift. The friendly staff at the reception desk are happy to answer any questions. A baggage storage service, a library, room service (limited hours), a laundry service, a conference room, a business centre and a coin-operated laundry are available. Wireless internet access is provided in public areas (no extra charge). The tour desk offers assistance with booking excursions. Wheelchair-accessible facilities are available. Guests arriving by car can park their vehicles in the car park for no extra charge. Complimentary newspapers are available.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Rooms are equipped with air conditioning. A minibar and a desk are also available. Guests will also find a refrigerator included among the standard features. An ironing set is provided for guests' convenience. A telephone, a flatscreen television with cable channels and WiFi (no extra charge) are provided as well. A turndown service provides guests with additional comfort in the evening hours. Slippers are included. Bathrooms are equipped with a shower and a bathtub, as well as bathrobes. For extra comfort in the bathrooms, guests are offered cosmetic products. Wheelchair-friendly rooms with wheelchair-accessible bathrooms are also available.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">The pool area, which includes indoor and outdoor pools, is the perfect place and relax and recharge. Refreshing drinks at the pool bar and a relaxing soak in the hot tub offer the perfect way to unwind. Sun loungers and parasols on the terrace invite guests to relax and unwind. There are many ways to relax or stay active at the hotel, including a gym and a spa. Children are well looked after in the kids' club (no extra charge). </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">The dining area includes 2 restaurants and a café. A fortifying breakfast is served daily.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">The following credit cards are accepted: American Express, VISA, JCB and MasterCard.</div>"
"102447914","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This resort warmly welcomes guests in Lunahuaná.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">42 rooms are available to guests at this complex, which includes a reception desk. The resort provides a baggage storage service, room service (limited hours), a conference room, a business centre and a coin-operated laundry. Wireless internet access is provided in public areas (no extra charge). The tour desk offers assistance with booking excursions. The resort has wheelchair-accessible facilities. A garden provides extra space for rest and relaxation in the open air. Guests arriving by car can park their vehicles in the car park for no extra charge.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Air conditioning and a fan ensure that rooms maintain comfortable temperatures. A minibar is provided. Equipped with a telephone, a television with cable channels and WiFi (no extra charge), the rooms provide many ways for guests to stay connected and entertained. Bathrooms are equipped with a shower and include a hairdryer. As an extra convenience, bathrooms provide cosmetic products. Wheelchair-friendly rooms can be booked.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">Guests can enjoy a refreshing swim in the outdoor pool area. Fine weather can be enjoyed on the terrace. The hot tub in the pool area promises pure relaxation. There are many ways to relax or stay active at the resort, including a gym, billiards, a spa and a steam bath. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">There is a restaurant on the premises. A delicious breakfast provides energy for the rest of the day.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">The following credit cards are accepted at the complex: American Express, VISA, Diners Club and MasterCard.</div>"
"102448225","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel welcomes guests in Zinkwazi.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">The friendly staff at the reception desk are happy to answer any questions. Services and facilities include a safe, a hairdresser, a conference room and a coin-operated laundry. Wireless internet access is provided in public areas (no extra charge). A lift and wheelchair-accessible facilities are available. A garden provides extra space for rest and relaxation in the open air. Guests arriving by car can park their vehicles in the car park for no extra charge. Daily newspapers are available for purchase.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Options for comfortable accommodation with a range of amenities are available at the hotel. Guests can also book wheelchair-friendly rooms with wheelchair-accessible bathrooms.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">A range of sport and leisure activities ensure a lively and interesting stay. Guests can enjoy a refreshing swim in the outdoor pool area. Fine weather can be enjoyed on the terrace. For those who wish to stay active while on holiday, the hotel offers golf. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">There is a restaurant on the premises. A fortifying breakfast is served daily.</div>"
"102448702","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel warmly welcomes guests in Banbridge.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">Guests can enjoy the pleasant ambience of one of the 3 rooms. The hotel offers a baggage storage service. Wireless internet access is provided in public areas (no extra charge). Guests arriving by car can park their vehicles in the car park for no extra charge.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">A desk is provided. Extra comforts include a tea/coffee station. An ironing set is provided for guests' convenience. A flatscreen television, a DVD player and WiFi (no extra charge) are provided as well. Guests will also find slippers in their rooms. A hairdryer and bathrobes are provided in the bathrooms, which include a shower. For extra comfort in the bathrooms, guests are offered cosmetic products. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">A delicious breakfast provides energy for the rest of the day.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">VISA is accepted as payment at the hotel.</div>"
"102449280","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">Located in Karlovy Vary, this boutique hotel has the perfect ambience for guests who appreciate a stylish ambience.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">The friendly staff at the reception desk are happy to answer any questions. To ensure guests a comfortable and relaxing stay, the hotel provides various services and facilities, including a safe, room service and a hairdresser. Wireless internet access in public areas (for a fee) allows guests to stay connected. Guests arriving by car can park their vehicles in the car park.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Children's beds can be requested for younger guests. A minibar is provided. A TV and WiFi (for a fee) also come standard in the rooms. Bathrooms are equipped with a shower and a hairdryer.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">Guests can strike that perfect balance between exercise and relaxation at the indoor pool. The hot tub in the pool area promises pure relaxation. There are a variety of leisure facilities and services to choose from, including a gym, a spa, a sauna, a steam bath, massage treatments, hydrotherapy treatments and Ayurveda treatments. A nightclub offers additional entertainment. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">The dining area includes a restaurant and a bar.</div>"
"102449586","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Norwich. The nearest airport is Norwich (NWI).</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">A pleasant ambience awaits guests in 5 rooms. Wireless internet access is provided in public areas. Guests arriving by car can park their vehicles in the car park.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">A number of amenities provide extra comfort during a stay at the hotel. Amenities include a tea/coffee station and WiFi. The hotel has non-smoking rooms. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">Bed and breakfast can be booked.</div>"
"102449679","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Llanfairfechan. The nearest airport is Liverpool (LPL).</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">Guests have a choice of 3 rooms. Wireless internet access in public areas allows guests to stay connected. Guests arriving by car can park their vehicles in the car park.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Some rooms offer a tea/coffee station, an ironing set, a TV and a DVD player. A hairdryer is available in the bathrooms. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">Bed and breakfast can be booked.</div>"
"102450009","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel is located in Knysna.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">The hotel offers a baggage storage service. Wireless internet access allows guests to stay connected while on holiday. A fireplace creates a cosy atmosphere. Guests arriving by car can park their vehicles in the car park. A bicycle hire service provides all the necessary equipment for exploring the surrounding area.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Air conditioning ensures that rooms maintain comfortable temperatures. Guests can enjoy the sea view from a balcony or terrace. Rooms include a double bed. Features include a minibar, a tea/coffee station and WiFi. Bathrooms are equipped with a shower and a whirlpool bath, as well as a hairdryer.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">The sports and entertainment facilities at the hotel ensure that guests have plenty of activities to choose from during their stay. Guests can enjoy a refreshing swim in the outdoor pool area. The hot tub in the pool area promises pure relaxation. For those who wish to stay active while on holiday, the hotel offers golf. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">There is a bar on the premises. A generous breakfast buffet guarantees a great start to the day.</div>"
"102450111","<div class=""hotel-description-title"">Location</div>
<div class=""hotel-description-content"">This hotel warmly welcomes guests in Fethiye.</div><div class=""hotel-description-title"">Facilities</div>
<div class=""hotel-description-content"">13 rooms are available. The friendly staff at the reception desk are happy to answer any questions. Amenities include a baggage storage service and a safe. Wireless internet access (no extra charge) allows guests to surf the internet and catch up on email. The tour desk offers assistance with booking excursions. A fireplace creates a cosy atmosphere. A garden provides extra space for rest and relaxation in the open air. Additional amenities include a TV room and a library. Parking spaces are available to guests travelling by car (no extra charge). Other services include a transfer service, 24-hour room service, a coin-operated laundry, a page service and a hotel shuttle bus. Active guests can make use of the bicycle hire service (no extra charge) to explore the surrounding area. Complimentary newspapers are available.</div><div class=""hotel-description-title"">Rooms</div>
<div class=""hotel-description-content"">Rooms feature a living area and a bathroom, and air conditioning ensures just the right temperature. A balcony is among the standard features of some rooms. Guests are sure to get a good night's sleep in the sofa bed. An extra bed is available for a fee. There is also a desk and, for a fee, a safe. The kitchenette comes with a refrigerator and a stovetop. A telephone, satellite television and WiFi (no extra charge) provide all the essentials for a comfortable holiday. Bathrooms are equipped with a shower and a hairdryer. For extra comfort in the bathrooms, guests are offered cosmetic products.</div><div class=""hotel-description-title"">Sports/Entertainment</div>
<div class=""hotel-description-content"">The outdoor pool complex includes a children's swimming area and is ideal for working out or just relaxing. Sun loungers and parasols are available on the terrace, where guests can enjoy a quick break or relax for hours. Refreshing drinks are served at the poolside snack bar. There are many ways to relax or stay active at the hotel, including a gym, a spa and a sauna. </div><div class=""hotel-description-title"">Meals</div>
<div class=""hotel-description-content"">The dining area includes a restaurant and a café. A delicious breakfast provides energy for the rest of the day.</div><div class=""hotel-description-title"">Payment</div>
<div class=""hotel-description-content"">The hotel accepts the following credit cards: VISA and MasterCard.</div>"
